-48.46835	-25.707	-6.410005
-48.46649	-25.707	-6.810545
-48.46464	-25.707	-7.248187
-48.46279	-25.707	-8.139083
-48.46094	-25.707	-8.49713
-48.45908	-25.707	-8.779324
-48.45723	-25.707	-9.153886
-48.45538	-25.707	-9.539512
-48.45353	-25.707	-9.775133
-48.45168	-25.707	-10.12513
-48.44982	-25.707	-10.34513
-48.44797	-25.707	-10.34392
-48.44612	-25.707	-10.34489
-48.44427	-25.707	-10.51197
-48.44241	-25.707	-10.86524
-48.44056	-25.707	-11.12474
-48.43871	-25.707	-11.41283
-48.43686	-25.707	-11.63302
-48.43501	-25.707	-11.74993
-48.43316	-25.707	-11.82821
-48.4313	-25.707	-11.89817
-48.42945	-25.707	-11.95764
-48.4276	-25.707	-12.00548
-48.42575	-25.707	-12.07695
-48.4239	-25.707	-12.12903
-48.42204	-25.707	-12.17104
-48.42019	-25.707	-12.21354
-48.41834	-25.707	-12.2533
-48.41649	-25.707	-12.29674
-48.41463	-25.707	-12.35089
-48.41278	-25.707	-12.38456
-48.41093	-25.707	-12.40522
-48.40908	-25.707	-12.35286
-48.40723	-25.707	-12.17772
-48.40537	-25.707	-12.03356
-48.40352	-25.707	-11.81588
-48.40167	-25.707	-11.46299
-48.39982	-25.707	-11.24728
-48.39796	-25.707	-11.22371
-48.39611	-25.707	-11.24716
-48.39426	-25.707	-11.61804
-48.39241	-25.707	-12.06328
-48.39056	-25.707	-12.21918
-48.38871	-25.707	-12.19876
-48.38686	-25.707	-12.2091
-48.385	-25.707	-12.23772
-48.38315	-25.707	-12.24411
-48.3813	-25.707	-12.29155
-48.37945	-25.707	-12.18267
-48.37759	-25.707	-12.01217
-48.37574	-25.707	-11.90219
-48.37389	-25.707	-12.14982
-48.37204	-25.707	-12.51168
-48.37019	-25.707	-12.90064
-48.36834	-25.707	-13.31146
-48.36649	-25.707	-13.70301
-48.36463	-25.707	-14.06124
-48.36278	-25.707	-14.36801
-48.36093	-25.707	-14.25318
-48.35908	-25.707	-14.13361
-48.35722	-25.707	-14.03868
-48.35537	-25.707	-13.98637
-48.35352	-25.707	-14.09955
-48.35167	-25.707	-14.28299
-48.34982	-25.707	-14.49918
